id,company,year_salary,low_year_salary,high_year_salary
2057,山东冠博信息科技有限公司,36-96,36,96
2058,陕西天乐成电子科技有限公司,36-60,36,60
2059,湖北奔腾科技有限公司,60-75,60,75
2060,宣威市东来电子科技有限公司,36-96,36,96
2061,福建仁合教育科技有限公司,48-96,48,96
2062,呼和浩特市智能工科中等职业学校有限公司,48-96,48,96
2063,宿迁苏北盛绿环境科技有限公司,36-72,36,72
2064,河北富海金沣科技有限公司,48-96,48,96
2065,粤西南北药行连锁（茂名）有限公司,36-60,36,60
2066,中国电信股份有限公司南海官窑客户服务中心,36-72,36,72
2067,陕西棱镜网络科技有限公司,36-96,36,96
2068,广州进宏科技有限公司,52-65,52,65
2069,安徽长新通信设备有限公司,48-72,48,72
2070,江苏蓝田智能科技有限公司,48-96,48,96
2071,安井食品集团股份有限公司,48-84,48,84
2072,山西合力创新科技股份有限公司,48-84,48,84
2073,常州市盛景网络技术有限公司,42-70,42,70
2074,渭南市轨道交通运输高级技工学校,36-96,36,96
2075,辽宁民本医药连锁有限公司,36-48,36,48
2076,四川昭阳新天信息科技有限公司,48-60,48,60
2077,烟台济生医药有限公司,36-60,36,60
2078,山东怡然智能科技有限公司,36-72,36,72
2079,北京智薪鼎焱科技有限公司,48-72,48,72
2080,马鞍山洲贝贸易,39-104,39,104
2081,郑州恒利源实业有限公司,48-60,48,60
2082,云南正派科技有限公司,36-72,36,72
2083,丹东天皓净化材料有限公司,36-48,36,48
2084,沈阳维速佳科技有限公司,48-60,48,60
2085,西安以为电子科技有限公司,52-78,52,78
2086,湖南湘窖酒业有限公司,48-72,48,72
2087,泰安卓企信息技术有限公司,48-60,48,60
2088,河南恒付电子科技有限公司,36-60,36,60
2089,河南万华畜牧设备有限公司,48-72,48,72
2090,北京福泽永成商贸有限责任公司,48-60,48,60
2091,青岛金石大新技术工程有限公司,36-48,36,48
2092,西安安能智矿电子科技有限公司,48-108,48,108
2093,杭州我爱号码网电子商务有限公司,36-60,36,60
2094,汕头市中博职业技术学校,36-72,36,72
2095,河北博之昊网络技术有限公司,52-104,52,104
2096,江苏全欧智能网络科技有限公司,48-96,48,96
2097,四川博全科技有限公司,36-72,36,72
2098,东莞市铭丰企业会计代理有限公司,48-96,48,96
2099,新疆成阳大仁网络技术服务有限公司,60-120,60,120
2100,合肥东数网络工程有限公司,48-96,48,96
2101,浙江科慧智能科技有限公司,60-96,60,96
2102,保山巨东信息科技有限公司,36-72,36,72
2103,潍坊金联益康安全管理咨询有限公司,36-72,36,72
2104,郑州经济技术开发区天齐烟酒店,48-72,48,72
2105,茂名市天晟文化传播有限公司,48-72,48,72
2106,泉州城市工程技术学校,48-72,48,72
2107,保定振涛弘业教育咨询有限公司,60-120,60,120
2108,福建交通在线信息科技有限公司,52-104,52,104
2109,新疆金世康药业有限公司,48-72,48,72
2110,内蒙古鑫辉信息技术有限责任公司,36-72,36,72
2111,安徽达尔智能控制系统股份有限公司,52-78,52,78
2112,河南竹增网络科技有限公司,72-132,72,132
2113,乌鲁木齐汇英宏途电子商务咨询有限公司,36-72,36,72
2114,北京智职通科技有限公司,84-96,84,96
2115,新希蓝（山东）教育科技有限公司,48-72,48,72
2116,福建大娱号信息科技股份有限公司,60-84,60,84
2117,浙江铁道大厦有限公司,60-72,60,72
2118,中山市德成技工学校,60-84,60,84
2119,海南厚溥教育科技有限公司,84-144,84,144
2120,沁阳市兄弟互娱网络科技有限公司,60-72,60,72
2121,青岛康顿健康产业有限公司,48-108,48,108
2122,烟台市利佳数码科技有限公司,48-84,48,84
2123,连云港市新华技工学校,36-72,36,72
2124,内蒙古正鹏电子工程有限公司,24-84,24,84
2125,重庆正柱电子工程有限公司,52-117,52,117
2126,淄博赛博网络科技有限公司,48-72,48,72
2127,西安杰邦科技股份有限公司,60-84,60,84
2128,成都立信笨鸟网络科技有限公司,48-72,48,72
2129,内蒙古天泰电力工程有限责任公司,48-108,48,108
2130,景福教育,48-72,48,72
2131,亿博控股集团有限公司,36-72,36,72
2132,广东锐讯科技有限公司,48-84,48,84
2133,榆林市兴安机动车综合检测有限公司,72-96,72,96
2134,四川中欣和泰非融资性担保有限公司,96-144,96,144
2135,新疆金善奇智能科技有限公司,48-72,48,72
2136,淮南市讯网信息技术有限公司,36-72,36,72
2137,山东百佳威智能科技有限公司,48-72,48,72
2138,辽宁傲通新业信息技术有限公司,48-72,48,72
2139,贵州天之源环保科技发展有限公司,48-72,48,72
2140,重庆梦之晨科技发展有限公司,36-72,36,72
2141,天津锐驰科技有限公司,60-72,60,72
2142,西藏慧软智能科技有限公司,48-96,48,96
2143,常州九诚科技有限公司,48-108,48,108
2144,山西艺源产教融合科技发展有限公司,48-72,48,72
2145,领先未来信息系统南通有限公司,60-96,60,96
2146,河北德诚电子科技有限公司,48-72,48,72
2147,汕头市穆维达陶瓷有限公司,52-78,52,78
2148,山东新德瑞科技有限公司,36-84,36,84
2149,北京贰斯宜叁软件科技有限公司,91-130,91,130
2150,河南鸿之睿电子商务有限公司,60-96,60,96
2151,成都翔科博海科技有限公司,48-72,48,72
2152,汕尾市合禧宜佳房产经纪服务有限公司,36-84,36,84
2153,河北冠明教育科技有限公司,60-120,60,120
2154,上海游讯信息科技有限公司,48-72,48,72
2155,陕西中科启航科技有限公司,48-72,48,72
2156,西藏嘎吉林汽车产业发展有限公司,60-120,60,120
2157,安徽蓬翌信息科技有限公司,48-96,48,96
2158,滨州经济开发区宝贝盟育儿服务中心,36-96,36,96
2159,湖南湘窖酒业有限公司,48-72,48,72
2160,山东良乔环保科技集团有限公司,48-72,48,72
2161,滕州市妙思教育培训学校有限公司,36-96,36,96
2162,四川云上时代文化传播有限公司,72-84,72,84
2163,深圳市天锐计算机技术有限公司,60-84,60,84
2164,山东汉和能源科技有限公司,48-96,48,96
2165,南京路邦远大科技有限公司,96-156,96,156
2166,山东蒲公英科教设备有限公司,48-72,48,72
2167,重庆讯锐办公设备有限公司,84-96,84,96
2168,浙江天喜厨电股份有限公司,36-72,36,72
2169,山东铂润电气科技有限公司,48-72,48,72
2170,镇江汉唐电子有限公司,36-72,36,72
2171,山东圣瑞源新材料科技集团有限公司,36-84,36,84
2172,长沙市岳麓区诚稳计算机经营部,48-96,48,96
2173,北京数盾信息科技有限公司,48-108,48,108
2174,潍坊腾博信息技术有限公司,48-72,48,72
2175,海南城市职业技术学校,48-72,48,72
2176,福州众享家信息科技有限公司,72-84,72,84
2177,杭州天高控股集团有限公司,72-96,72,96
2178,孝感红人中等职业学校,48-108,48,108
2179,山东惠恩医疗器械有限公司,48-96,48,96
2180,山东富通信息科技有限公司,36-72,36,72
2181,沈阳和硕科技有限公司,36-72,36,72
2182,山西凌志伟业科技有限公司,36-96,36,96
2183,大路桥翻译财务,12-72,12,72
2184,河北耀晟进出口贸易有限公司,48-108,48,108
2185,安徽微尔智能科技有限公司,36-72,36,72
2186,山西闽通元信息科技有限公司,24-84,24,84
2187,东莞市力智教育科技有限公司,96-120,96,120
2188,山东昌脉信息科技集团有限公司,48-84,48,84
2189,新密港华燃气有限公司,48-84,48,84
2190,山西晋信安科技有限公司,36-96,36,96
2191,福建紫檀科技有限公司,60-96,60,96
2192,辽宁三志零担网络有限公司,60-72,60,72
2193,武汉市裕同印刷包装有限公司,65-78,65,78
2194,包头市金澜网络科技有限公司,48-72,48,72
2195,济南南山信息技术有限公司,48-72,48,72
2196,新疆德胜宏业信息技术有限公司,48-108,48,108
2197,河北雄安福吉通物联网科技有限公司,36-96,36,96
2198,威海明卓出国服务有限公司,60-72,60,72
2199,广州德汇教育科技有限公司,60-96,60,96
2200,重庆大千医药有限公司,36-72,36,72
2201,宜宾至强信息技术有限公司,52-117,52,117
2202,鞍山云智物联网络电子科技开发有限公司,48-96,48,96
2203,西安安能智矿电子科技有限公司,48-108,48,108
2204,山东鑫煤矿山设备集团有限公司,36-72,36,72
2205,贵州凯迪森新能源材料有限公司,48-72,48,72
2206,北京金信润天信息技术股份有限公司武汉分公司,60-120,60,120
2207,山西富猫法律咨询有限公司,48-84,48,84
2208,山西转型综改示范区晋中开发区信思智学职业技能培训学校有限公司,48-72,48,72
2209,武汉惟楚新未来科技有限公司,48-84,48,84
2210,山东冠博信息科技有限公司,36-96,36,96
2211,北京泰诺信通信息技术有限公司,60-96,60,96
2212,山东怡然智能科技有限公司,36-72,36,72
2213,重庆软维科技有限公司,72-132,72,132
2214,宁夏吉虎科技有限公司,36-72,36,72
2215,呼和浩特市智能工科中等职业学校有限公司,48-96,48,96
2216,河北富海金沣科技有限公司,48-96,48,96
2217,山东创佳电子科技有限公司,72-96,72,96
2218,泰斗数字科技有限公司,72-96,72,96
2219,贵州快羚羊教育科技有限公司,72-132,72,132
2220,天津博雅家具有限公司,48-84,48,84
2221,河北宇睿信息技术有限公司,60-120,60,120
2222,浙江鼎力机械股份有限公司,60-84,60,84
2223,浙江大华技术股份有限公司,84-108,84,108
2224,河北宇润枫教育科技有限公司,60-72,60,72
2225,福州普星电子科技有限公司,60-72,60,72
2226,广东志臣科技股份有限公司,60-84,60,84
2227,四川喵吾广告传媒有限公司,72-120,72,120
2228,深圳市宝山技工学校,60-96,60,96
2229,广东聚源创建软件科技有限公司,48-96,48,96
2230,宁波怡人玩具有限公司,60-96,60,96
2231,淮南市希望办公设备有限公司,36-96,36,96
2232,康春航天科技（天津）有限公司,108-144,108,144
2233,厦门艺臻健康科技有限公司,96-156,96,156
2234,山西掌沃信息科技有限公司,36-72,36,72
2235,上海奥泽曼船务科技有限公司,72-96,72,96
2236,内蒙古博之凯电力科技有限责任公司,60-96,60,96
2237,菏泽优聚汇网络科技有限公司,72-120,72,120
2238,山东德善教育产业发展有限公司,84-144,84,144
2239,成都元素科技有限公司,105-135,105,135
2240,西安联至电子科技有限公司,65-104,65,104
2241,山东昊尊文化传媒有限公司,60-120,60,120
2242,金品计算机科技（天津）有限公司,72-108,72,108
2243,湖南日恒智能工程有限公司,60-108,60,108
2244,山东易联特能源科技有限公司,72-132,72,132
2245,江苏蓝田智能科技有限公司,48-96,48,96
2246,上海时光映画文化传媒有限公司,60-96,60,96
2247,辽宁壹山科技发展有限公司,72-132,72,132
2248,青岛海方联合科技发展有限公司,60-96,60,96
2249,陕西航天蓝西科技开发有限公司,60-120,60,120
2250,山西千万亿文化传媒有限公司,60-72,60,72
2251,上海知虎科技有限公司,91-156,91,156
2252,山东思玛特教育科技有限公司,48-108,48,108
2253,合肥冠捷智睿电子科技有限公司,70-98,70,98
2254,苏州博之盾防护技术有限公司,72-120,72,120
2255,东莞荣尊创兴科技有限公司,96-156,96,156
2256,石家庄达世行房产经纪有限公司,48-72,48,72
2257,宿迁苏北盛绿环境科技有限公司,36-72,36,72
2258,成都奥通电子工程有限公司,48-72,48,72
2259,西安以为电子科技有限公司,52-78,52,78
2260,青海立方信息科技有限公司,48-108,48,108
2261,厦门英汶锶特智能科技有限公司,72-84,72,84
2262,河南来往电子商务有限公司,60-120,60,120
2263,山东信丞信息技术有限公司,48-72,48,72
2264,南京三生生物技术股份有限公司,104-169,104,169
2265,企优托（江苏）科技集团有限公司,60-84,60,84
2266,本源量子计算科技（合肥）股份有限公司,70-112,70,112
2267,北京九栖科技有限责任公司,96-120,96,120
2268,山东中鸿新能源科技有限公司,36-84,36,84
2269,北京昊新永诚商贸有限公司,48-96,48,96
2270,北京万海汇通科技有限公司,65-104,65,104
2271,天津科尔世纪科技有限责任公司,48-108,48,108
2272,长沙联桥信息技术有限公司,48-72,48,72
2273,汉鑫科技,72-96,72,96
2274,沧州皓冠管业有限公司,48-84,48,84
2275,浙江九博士生物技术有限公司,36-72,36,72
2276,杭州希益丰新业科技有限公司,72-120,72,120
2277,潍坊中财信信息科技股份有限公司,48-84,48,84
2278,恒林家居股份有限公司,60-96,60,96
2279,山东哈文信息技术有限公司,91-156,91,156
2280,长沙晟尚商务咨询有限公司,96-144,96,144
2281,湛江市益民医药有限公司,60-84,60,84
2282,潍坊阿丘网络科技有限公司,48-72,48,72
2283,南京市寅光网络科技有限公司,72-120,72,120
2284,国承商贸（保定）有限公司,48-96,48,96
2285,邢台宝航网络技术有限公司,48-108,48,108
2286,新乡市智函电子科技有限公司,60-120,60,120
2287,软通动力信息技术（集团）股份有限公司,104-130,104,130
2288,上海荣益信息科技有限公司,72-96,72,96
2289,西安嘉凯电子科技有限公司,48-72,48,72
2290,长沙晟尚商务咨询有限公司,96-144,96,144
2291,淄博致凡网络科技有限公司,72-132,72,132
2292,浙江微特电子信息有限公司,195-390,195,390
2293,山东易联特能源科技有限公司,72-132,72,132
2294,甘肃万信通信技术服务有限公司,84-144,84,144
2295,济南捷正电子有限公司,78-143,78,143
2296,山东贝格通软件科技有限公司,72-132,72,132
2297,上海瑞应人才科技集团有限公司,96-156,96,156
2298,湖南拓维云创科技有限责任公司,108-156,108,156
2299,北京星华惠康科技股份有限公司,84-144,84,144
2300,上海宁盾信息科技有限公司,120-180,120,180
2301,辽宁壹山科技发展有限公司,72-132,72,132
2302,武汉慧达经纬科技有限公司,96-156,96,156
2303,深圳市众云信息科技有限公司,120-180,120,180
2304,北京一零五三科技有限公司,156-312,156,312
2305,南京三生生物技术股份有限公司,104-169,104,169
2306,gongsi,180-300,180,300
2307,上海华讯网络系统有限公司广州分公司,169-260,169,260
2308,北京丰汇云博科技有限公司,180-300,180,300
2309,四川人瑞网络科技有限公司,96-156,96,156
2310,深圳市讯方技术股份有限公司,96-156,96,156
2311,泛德,104-169,104,169
2312,天津新盟信息科技有限公司,144-216,144,216
2313,浙江省邮电工程建设有限公司,120-180,120,180
2314,南京锋云聚信息科技有限公司,84-144,84,144
2315,高新兴科技集团股份有限公司,96-144,96,144
2316,新疆兴远达信息科技有限公司,84-144,84,144
2317,江苏睿诺技术有限公司,78-143,78,143
2318,广东昭阳信息技术有限公司,98-168,98,168
2319,北京神州新桥科技有限公司,154-308,154,308
2320,南京蚁之力网络科技有限公司,96-144,96,144
2321,卓越际联科技有限公司,156-192,156,192
